,aboue_3u,aboue_3v,about_3u,about_3v,although_5u,although_5v,belieue_5u,belieue_5v,but_1u,but_1v,cause_2u,cause_2v,causes_2u,causes_2v,colour_4u,colour_4v,could_2u,could_2v,course_2u,course_2v,court_2u,court_2v,cure_1u,cure_1v,cut_1u,cut_1v,deliuered_4u,deliuered_4v,diuers_2u,diuers_2v,duke_1u,duke_1v,euen_1u,euen_1v,euer_1u,euer_1v,euery_1u,euery_1v,fauour_2u,fauour_2v,fiue_2u,fiue_2v,full_1u,full_1v,further_1u,further_1v,gaue_2u,gaue_2v,giue_2u,giue_2v,giuen_2u,giuen_2v,gouernment_2u,gouernment_2v,ground_3u,ground_3v,haue_2u,haue_2v,hauing_2u,hauing_2v,heauen_3u,heauen_3v,honour_4u,honour_4v,humble_1u,humble_1v,leaue_3u,leaue_3v,leaues_3u,leaues_3v,liue_2u,liue_2v,loue_2u,loue_2v,much_1u,much_1v,must_1u,must_1v,nature_3u,nature_3v,neuer_2u,neuer_2v,ouer_1u,ouer_1v,our_1u,our_1v,oure_1u,oure_1v,out_1u,out_1v,pound_2u,pound_2v,proue_3u,proue_3v,purpose_1u,purpose_1v,put_1u,put_1v,receiue_5u,receiue_5v,receiued_5u,receiued_5v,saue_2u,saue_2v,selues_3u,selues_3v,seruant_3u,seruant_3v,serue_3u,serue_3v,seruice_3u,seruice_3v,seueral_2u,seueral_2v,soule_2u,soule_2v,suche_1u,suche_1v,sum_1u,sum_1v,sure_1u,sure_1v,themselues_7u,themselues_7v,though_3u,though_3v,thought_3u,thought_3v,thus_2u,thus_2v,trouble_3u,trouble_3v,true_2u,true_2v,truly_2u,truly_2v,trust_2u,trust_2v,uertue_0u,uertue_0v,uery_0u,uery_0v,under_0u,under_0v,understand_0u,understand_0v,unto_0u,unto_0v,up_0u,up_0v,upon_0u,upon_0v,uppon_0u,uppon_0v,us_0u,us_0v,use_0u,use_0v,used_0u,used_0v,ut_0u,ut_0v,vertue_4u,vertue_4v,without_5u,without_5v,would_2u,would_2v,young_2u,young_2v,your_2u,your_2v,youre_2u,youre_2v,yours_2u,yours_2v
1491,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0
1492,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,34,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,12,0,0,0,1,1,4,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,1,0
1496,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0
1497,0,1,2,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,1,0,0,0,0,0,0,1,0,0,2,0,3,0,1,0,0,0,0,2,23,0,1,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,22,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,1,0,12,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,60,0,0,0,6,0
1499,0,0,0,0,0,0,0,0,9,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,5,1,0,1,0,28,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0,0,0,2,0
1500,89,129,517,0,59,0,0,57,3591,0,327,0,87,0,37,0,356,0,109,0,138,0,49,0,114,0,16,41,74,57,216,0,116,127,126,206,245,317,17,45,67,79,150,0,155,0,78,115,163,251,71,91,5,38,120,0,1261,1692,59,154,66,62,96,0,55,1,73,113,9,11,31,58,115,165,715,0,555,0,202,0,211,276,142,224,1080,0,51,0,937,0,68,0,35,43,125,0,363,0,25,41,33,67,33,41,51,43,22,61,52,39,22,76,2,81,61,0,251,0,36,0,167,0,45,128,278,0,217,0,299,0,63,0,309,0,70,0,96,0,0,100,2,848,162,99,49,22,360,1155,291,323,654,374,46,123,348,337,161,113,71,49,2,11,100,0,426,0,755,0,125,0,1627,1,77,0,34,0
1501,0,0,1,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,4,0,10,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,2,0
1502,0,0,2,0,0,0,0,0,18,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5,0,14,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,57,0,0,0,2,0
1503,0,1,1,0,0,0,0,0,33,0,9,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,19,0,1,7,0,15,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,1,0,12,0,0,0,6,0,0,0,0,0,2,0,6,0,0,0,6,0,0,0,2,0,0,0,0,2,2,0,8,0,38,0,3,0,6,0,0,0,16,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,88,0,15,0,1,0
1504,0,0,4,0,0,0,0,0,33,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,5,0,3,0,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,5,0,24,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,101,0,0,0,2,0
1505,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,37,6,0,0,1,0
1506,0,0,1,0,0,0,0,0,63,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,8,3,9,1,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,32,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,7,1,2,0,2,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,17,0,0,0,1,0,0,0,4,0,3,0,19,0,1,0,1,0,4,0,0,0,0,2,0,0,0,5,0,0,5,2,0,5,1,1,0,3,0,0,0,16,0,4,0,0,2,0,9,0,0,0,0,0,18,0,0,0,1,0
1509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0
1511,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,0,2,2,0,0,0,0,0,24,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,2,3,5,5,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,45,27,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,10,0,6,0,0,0,0,1,0,0,16,0,18,0,14,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,1,5,4,3,0,0,0,0,4,0,0,0,3,0,0,0,1,0,4,0,13,0,1,0,3,0,0,0,9,0,0,0,0,1,2,5,0,0,5,1,1,1,0,0,0,13,6,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,85,0,0,0,0,0
1514,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,6,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,34,2,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,54,0,2,0,0,0
1515,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,2,47,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,2,4,0,2,0,0,0,0,9,0,0,11,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,7,0,1,0,0,0,2,0,19,0,0,0,0,6,0,0,2,0,34,1,0,0,8,0,0,0,7,1,1,0,0,0,0,0,0,0,4,0,8,0,0,0,78,0,0,0,3,0
1516,0,0,0,0,0,0,0,0,18,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,29,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0
1517,0,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,1,16,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
1519,0,0,1,0,0,0,0,0,19,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,2,4,0,0,1,0,4,0,6,0,2,0,0,0,0,2,0,0,2,0,3,0,1,0,0,2,0,6,42,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,1,0,0,3,6,0,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,0,2,0,1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,5,0,5,0,0,0,3,0,4,3,0,0,1,5,0,0,0,0,0,0,5,0,1,0,0,0,172,0,4,0,1,0
1520,0,2,0,0,0,0,0,0,14,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,8,43,0,1,0,0,2,0,5,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,3,1,1,32,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,1,4,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,11,0,0,0,0,2,1,1,0,0,25,7,2,2,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,89,0,7,0,2,0
1522,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,3,0
1523,4,10,4,0,0,0,0,1,58,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,60,0,0,1,0,12,0,8,0,1,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,58,45,0,7,0,0,2,0,25,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,13,1,16,34,0,1,0,5,0,0,0,0,2,5,0,10,0,0,4,0,16,0,0,0,0,9,9,0,3,0,13,0,0,0,0,11,0,1,0,5,0,0,0,7,0,5,0,17,0,0,0,1,0,0,0,5,0,0,0,0,15,1,0,0,6,27,5,1,0,11,0,1,16,7,6,1,0,1,6,0,0,0,0,9,0,4,0,0,0,380,0,2,0,19,0
1524,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,0,0,8,0,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,38,0,0,0,3,0
1525,35,0,12,0,0,0,0,0,69,0,5,0,0,0,55,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,13,0,4,0,30,0,0,0,0,0,18,0,1,0,0,0,0,0,0,1,0,0,0,0,68,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,4,0,24,0,13,0,0,0,53,0,0,0,0,0,1,0,29,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,2,0,0,0,63,0,0,0,0,0,0,0,3,0,0,103,0,9,4,32,1,0,5,33,1,8,1,14,0,0,1,1,2,31,1,3,0,2,103,0,26,0,0,0,0,0,11,0,1,0,0,0
1526,12,0,0,0,0,0,0,0,49,0,14,0,0,0,13,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,7,0,6,0,12,1,0,0,0,0,21,0,3,0,0,0,0,0,1,0,0,0,0,0,66,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,2,11,0,3,0,2,0,42,0,0,0,0,0,2,0,136,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,8,0,2,0,3,0,0,0,2,0,0,0,11,0,2,0,0,0,0,0,6,0,0,24,0,7,0,15,0,0,2,9,1,6,0,15,2,0,0,1,0,26,0,7,0,0,24,0,15,0,0,0,0,0,42,0,12,0,2,0
1527,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0
1528,12,2,11,0,0,0,0,0,148,0,44,0,2,0,28,0,4,0,1,0,0,0,1,0,0,0,1,8,8,0,0,0,0,0,15,6,16,2,0,0,0,0,20,0,1,0,4,0,0,0,0,0,0,0,0,0,148,46,1,3,0,0,2,0,9,0,1,0,0,0,0,0,6,5,0,0,20,0,29,0,15,5,14,5,35,0,8,0,25,0,0,0,3,0,3,0,31,0,1,2,0,1,2,0,0,0,1,1,2,2,1,2,0,0,3,0,58,0,0,0,3,0,0,0,8,0,7,0,22,0,4,0,5,0,1,0,30,0,0,22,2,20,2,6,1,2,17,43,0,21,9,20,0,9,1,7,2,10,1,3,0,1,22,0,16,0,0,0,0,0,176,0,18,0,15,0
1529,0,1,0,0,1,0,0,0,57,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2,2,3,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,29,64,0,4,0,0,0,0,16,0,0,3,0,0,0,0,1,0,0,0,3,0,1,0,5,5,0,3,29,0,0,0,15,0,0,0,0,1,6,0,7,0,0,0,0,0,0,1,0,0,1,0,1,3,2,3,0,1,0,0,10,0,2,0,0,0,0,0,2,0,14,0,13,0,0,0,3,0,1,0,11,0,0,1,0,15,1,1,0,1,93,10,2,1,14,2,0,1,4,10,1,0,2,0,1,0,1,0,6,0,1,0,0,0,281,0,2,0,6,0
1530,0,4,0,0,1,0,0,0,57,0,20,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,4,0,4,5,0,0,3,0,14,5,13,0,2,0,0,3,0,9,0,0,0,0,6,0,1,0,0,0,0,56,145,0,1,0,0,4,0,8,0,0,3,0,0,0,0,4,7,0,0,2,0,0,0,0,8,0,8,46,0,3,0,2,0,0,0,1,2,2,0,16,0,0,0,0,0,0,3,0,0,1,7,3,3,3,1,0,0,5,0,50,0,6,0,8,0,0,0,1,0,8,0,29,0,2,0,1,0,2,0,17,0,0,1,0,19,6,4,2,3,70,42,2,0,19,4,4,2,11,0,8,1,5,0,0,0,1,0,12,0,2,0,1,0,319,0,41,0,14,0
1531,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,0
1532,0,9,0,0,0,0,0,0,52,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,10,0,11,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,13,79,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,4,2,0,3,0,4,0,0,5,0,5,45,0,4,0,1,0,0,0,0,2,4,0,6,0,0,0,0,1,0,0,0,0,0,4,0,16,0,10,0,0,2,0,15,0,2,0,0,0,0,0,2,0,2,0,10,0,1,0,5,0,0,0,10,0,0,1,0,6,8,0,2,0,48,5,0,0,5,0,5,1,13,0,5,0,1,0,0,0,1,0,4,0,0,0,0,0,212,0,1,0,4,0
