,aboue_3u,aboue_3v,about_3u,about_3v,although_5u,although_5v,belieue_5u,belieue_5v,but_1u,but_1v,cause_2u,cause_2v,causes_2u,causes_2v,colour_4u,colour_4v,could_2u,could_2v,course_2u,course_2v,court_2u,court_2v,cure_1u,cure_1v,cut_1u,cut_1v,deliuered_4u,deliuered_4v,diuers_2u,diuers_2v,duke_1u,duke_1v,euen_1u,euen_1v,euer_1u,euer_1v,euery_1u,euery_1v,fauour_2u,fauour_2v,fiue_2u,fiue_2v,full_1u,full_1v,further_1u,further_1v,gaue_2u,gaue_2v,giue_2u,giue_2v,giuen_2u,giuen_2v,gouernment_2u,gouernment_2v,ground_3u,ground_3v,haue_2u,haue_2v,hauing_2u,hauing_2v,heauen_3u,heauen_3v,honour_4u,honour_4v,humble_1u,humble_1v,leaue_3u,leaue_3v,leaues_3u,leaues_3v,liue_2u,liue_2v,loue_2u,loue_2v,much_1u,much_1v,must_1u,must_1v,nature_3u,nature_3v,neuer_2u,neuer_2v,ouer_1u,ouer_1v,our_1u,our_1v,oure_1u,oure_1v,out_1u,out_1v,pound_2u,pound_2v,proue_3u,proue_3v,purpose_1u,purpose_1v,put_1u,put_1v,receiue_5u,receiue_5v,receiued_5u,receiued_5v,saue_2u,saue_2v,selues_3u,selues_3v,seruant_3u,seruant_3v,serue_3u,serue_3v,seruice_3u,seruice_3v,seueral_2u,seueral_2v,soule_2u,soule_2v,suche_1u,suche_1v,sum_1u,sum_1v,sure_1u,sure_1v,themselues_7u,themselues_7v,though_3u,though_3v,thought_3u,thought_3v,thus_2u,thus_2v,trouble_3u,trouble_3v,true_2u,true_2v,truly_2u,truly_2v,trust_2u,trust_2v,uertue_0u,uertue_0v,uery_0u,uery_0v,under_0u,under_0v,understand_0u,understand_0v,unto_0u,unto_0v,up_0u,up_0v,upon_0u,upon_0v,uppon_0u,uppon_0v,us_0u,us_0v,use_0u,use_0v,used_0u,used_0v,ut_0u,ut_0v,vertue_4u,vertue_4v,without_5u,without_5v,would_2u,would_2v,young_2u,young_2v,your_2u,your_2v,youre_2u,youre_2v,yours_2u,yours_2v
1696,0,18,58,0,4,0,0,40,608,0,37,0,7,0,19,0,30,0,9,0,13,0,37,0,6,0,0,6,0,12,0,0,0,20,0,44,0,108,0,7,0,27,8,0,15,0,0,19,0,74,0,45,0,13,14,0,0,380,0,34,0,12,21,0,10,0,0,23,0,9,0,16,0,46,136,0,107,0,143,0,0,89,0,76,190,0,0,0,128,0,10,0,0,18,15,0,69,0,0,16,0,14,0,9,0,9,0,24,0,6,0,6,0,66,0,0,0,0,11,0,24,0,0,49,17,0,26,0,59,0,11,0,75,0,12,0,20,0,0,9,0,181,41,0,11,0,22,0,104,0,209,0,0,0,89,0,60,0,42,0,2,0,9,0,62,0,100,0,22,0,288,0,0,0,9,0
1697,1,26,80,0,0,0,0,11,274,0,26,0,5,0,15,0,70,0,24,0,5,0,17,0,6,0,0,4,0,5,2,0,0,16,0,30,0,33,0,7,0,8,12,0,8,0,0,17,0,35,0,27,0,13,6,0,0,242,0,25,0,0,2,0,0,0,0,9,0,8,0,7,0,4,95,0,75,0,20,0,0,43,0,21,234,0,0,0,92,0,3,0,0,10,4,0,32,0,0,3,0,2,0,10,0,10,0,0,0,6,0,6,0,11,0,0,0,0,2,0,9,0,0,24,25,0,30,0,16,0,3,0,43,0,6,0,2,0,0,2,0,112,31,0,2,0,1,0,36,0,170,0,0,0,60,0,38,0,8,0,3,0,2,0,39,0,86,0,6,0,15,0,0,0,0,0
1698,0,13,48,0,0,0,0,19,224,0,31,0,9,0,0,0,34,0,5,0,2,0,23,0,4,0,0,0,0,0,2,0,0,18,0,14,0,23,0,0,0,12,7,0,6,0,0,9,0,35,0,28,0,0,2,0,0,192,0,33,0,1,0,0,4,0,0,5,0,2,0,4,0,0,58,0,44,0,53,0,0,42,0,11,30,0,0,0,58,0,9,0,0,10,1,0,17,0,0,4,0,3,0,2,0,1,0,3,0,1,0,4,0,27,0,0,0,0,6,0,6,0,0,7,7,0,3,0,12,0,9,0,10,0,0,0,0,0,0,0,0,61,25,0,4,0,0,0,22,0,61,0,0,0,19,0,48,0,15,0,1,0,0,0,37,0,42,0,2,0,21,0,0,0,0,0
1699,0,15,32,0,0,0,0,6,200,0,13,0,1,0,4,0,32,0,3,0,6,0,18,0,7,0,0,1,0,1,1,0,0,4,0,28,0,15,0,1,0,3,5,0,13,0,0,12,0,14,0,15,0,16,8,0,0,260,0,34,0,2,12,0,3,0,0,6,0,2,0,8,0,9,62,0,44,0,11,0,0,41,0,13,251,0,0,0,34,0,2,0,0,9,4,0,26,0,0,2,0,2,0,7,0,27,0,1,0,1,0,4,0,23,0,0,0,0,0,0,5,0,0,44,0,0,12,0,16,0,4,0,24,0,2,0,1,0,0,4,0,80,35,0,2,0,1,0,35,0,109,0,0,0,156,0,27,0,8,0,0,0,4,0,43,0,91,0,8,0,48,0,0,0,1,0
1700,0,20,41,0,8,0,0,19,290,0,37,0,18,0,30,0,32,0,8,0,9,0,53,0,10,0,0,2,0,8,2,0,0,17,0,11,0,77,0,4,0,52,16,0,5,0,0,6,0,85,0,68,0,4,7,0,0,225,0,27,0,1,4,0,1,0,0,9,0,44,0,10,0,3,131,0,81,0,42,0,0,31,0,39,177,0,0,0,105,0,32,0,0,10,15,0,122,0,0,12,0,7,0,4,0,6,0,7,0,19,0,4,0,47,0,0,0,0,1,0,12,0,0,21,36,0,10,0,66,0,6,0,27,0,2,0,6,0,0,35,0,131,35,0,2,0,4,0,79,0,188,1,0,0,57,0,106,1,49,0,0,0,35,0,75,0,94,0,14,0,114,0,0,0,0,0
1701,0,5,4,0,0,0,0,10,118,0,9,0,4,0,1,0,12,0,3,0,1,0,6,0,3,0,0,1,0,0,0,0,0,12,0,9,0,37,0,3,0,3,3,0,1,0,0,5,0,21,0,17,0,2,0,0,0,77,0,9,0,2,3,0,0,0,0,2,0,2,0,7,0,3,36,0,34,0,20,0,0,10,0,6,68,0,0,0,18,0,0,0,0,4,5,0,18,0,0,2,0,0,0,3,0,9,0,2,0,3,0,4,0,5,0,0,0,0,4,0,4,0,0,25,5,0,5,0,7,0,6,0,8,0,4,0,4,0,0,9,0,25,20,0,4,0,0,0,12,0,24,0,0,0,36,0,33,0,1,0,6,0,9,0,24,0,42,0,0,0,26,0,0,0,1,0
1702,0,3,31,0,0,0,0,9,172,0,12,0,2,0,0,0,16,0,3,0,9,0,0,0,1,0,0,0,0,1,0,0,0,8,0,29,0,18,0,6,0,1,2,0,9,0,0,15,0,20,0,3,0,20,1,0,0,87,0,4,0,0,4,0,0,0,0,6,0,1,0,3,0,8,26,0,26,0,13,0,0,27,0,7,74,0,0,0,56,0,0,0,0,1,2,0,16,0,0,1,0,1,0,1,0,10,0,1,0,1,0,1,0,10,0,0,0,0,0,0,9,0,0,16,1,0,15,0,1,0,3,0,9,0,2,0,4,0,0,3,0,55,16,0,4,0,1,0,26,0,51,0,0,0,53,0,3,0,5,0,0,0,3,0,19,0,62,0,14,0,39,0,0,0,0,0
1703,0,11,19,0,0,0,0,14,203,0,10,0,2,0,2,0,28,0,9,0,4,0,2,0,0,0,0,2,0,2,1,0,0,7,0,28,0,11,0,6,0,7,6,0,2,0,0,2,0,26,0,15,0,15,1,0,0,179,0,7,0,1,5,0,3,0,0,15,0,0,0,9,0,15,52,0,48,0,5,0,0,41,0,7,85,0,0,0,52,0,5,0,0,4,4,0,13,0,0,2,0,1,0,5,0,9,0,3,0,3,0,25,0,16,0,0,0,0,2,0,14,0,0,14,1,0,10,0,3,0,1,0,19,0,6,0,2,0,0,1,0,55,11,0,10,0,2,0,35,0,46,0,0,0,45,0,9,0,5,0,0,0,1,0,28,0,56,0,8,0,221,0,0,0,4,0
1704,0,1,3,0,0,0,0,5,138,0,22,0,5,0,1,0,18,0,28,0,30,0,0,0,0,0,0,0,0,2,0,0,0,6,0,10,0,14,0,3,0,0,0,0,3,0,0,1,0,22,0,17,0,2,6,0,0,132,0,7,0,1,4,0,0,0,0,5,0,0,0,0,0,3,15,0,52,0,10,0,0,17,0,2,13,0,0,0,13,0,0,0,0,1,8,0,15,0,0,3,0,1,0,2,0,3,0,2,0,7,0,7,0,5,0,0,0,0,2,0,5,0,0,12,0,0,9,0,3,0,6,0,10,0,3,0,7,0,0,1,0,21,8,0,1,0,4,0,1,0,110,0,0,0,19,0,8,0,2,0,0,0,1,0,28,0,40,0,1,0,2,0,0,0,0,0
1705,0,6,5,0,0,0,0,6,95,0,6,0,0,0,0,0,1,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,7,0,7,0,3,0,0,0,0,0,0,0,2,0,8,0,5,0,38,2,0,0,57,0,5,0,0,2,0,1,0,0,2,0,0,0,0,0,0,32,0,26,0,6,0,0,8,0,1,42,0,0,0,13,0,0,0,0,2,1,0,1,0,0,4,0,1,0,0,0,2,0,0,0,1,0,4,0,6,0,0,0,0,0,0,2,0,0,6,0,0,5,0,14,0,0,0,5,0,0,0,0,0,0,1,0,26,9,0,0,0,0,0,4,0,59,0,0,0,15,0,7,0,0,0,0,0,1,0,14,0,2,0,0,0,5,0,0,0,0,0
1707,0,1,12,0,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,3,0,1,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,54,0,0,0,4,12,0,5,0,0,4,0,1,0,3,0,21,13,0,41,0,2,0,0,19,0,7,21,0,0,0,18,0,9,0,0,0,2,0,7,0,0,3,0,0,0,1,0,2,0,7,0,4,0,5,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,0,3,0,0,0,1,0,2,0,2,0,0,6,0,18,2,0,4,0,0,0,16,0,29,0,0,0,9,0,1,0,1,0,0,0,6,0,7,0,4,0,3,0,104,0,0,0,7,0
1709,0,5,5,0,0,0,0,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,16,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,7,0,5,2,0,0,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,3,0,2,0,17,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,18,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,15,0,0,0,47,0,0,0,0,0
1711,0,2,18,0,0,0,0,7,115,0,10,0,0,0,0,0,34,0,4,0,1,0,1,0,2,0,0,1,0,0,2,0,0,28,0,40,0,25,0,6,0,0,4,0,3,0,0,7,0,18,0,7,0,1,2,0,0,142,0,3,0,5,7,0,0,0,0,11,0,0,0,8,0,5,52,0,35,0,6,0,0,34,0,16,176,0,0,0,32,0,0,0,0,7,4,0,16,0,0,1,0,0,0,4,0,13,0,2,0,1,0,3,0,7,0,0,0,0,3,0,13,0,0,23,4,0,5,0,15,0,1,0,9,0,10,0,9,0,0,3,0,66,29,0,4,0,4,0,23,0,67,0,0,0,114,0,11,0,3,0,1,0,3,0,16,0,69,0,1,0,48,0,0,0,0,0
1712,0,3,11,0,0,0,0,7,168,0,3,0,7,0,3,0,23,0,6,0,0,0,7,0,1,0,0,0,0,0,0,0,0,16,0,10,0,20,0,2,0,0,3,0,5,0,0,4,0,12,0,6,0,1,0,0,0,86,0,16,0,0,4,0,1,0,0,3,0,0,0,0,0,2,20,0,30,0,35,0,0,20,0,12,40,0,0,0,35,0,0,0,0,6,2,0,8,0,0,3,0,1,0,0,0,7,0,0,0,2,0,4,0,14,0,0,0,0,1,0,2,0,0,31,1,0,14,0,6,0,2,0,13,0,8,0,0,0,0,1,0,73,36,0,3,0,0,0,23,0,75,0,0,0,19,0,25,0,1,0,1,0,1,0,51,0,54,0,1,0,2,0,0,0,0,0
1713,0,5,1,0,0,0,0,2,40,0,1,0,2,0,0,0,13,0,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,8,0,6,0,0,0,1,0,0,0,0,0,9,0,8,0,3,0,2,1,0,0,65,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,2,9,0,9,0,1,0,0,7,0,2,26,0,0,0,11,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,15,0,0,1,0,2,0,0,0,3,0,1,0,1,0,0,0,0,22,7,0,1,0,0,0,9,0,33,0,0,0,26,0,0,0,0,0,0,0,0,0,10,0,19,0,1,0,0,0,0,0,0,0
1714,0,7,22,0,0,0,0,5,106,0,3,0,3,0,2,0,12,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,10,0,7,0,20,0,5,0,1,1,0,2,0,0,1,0,14,0,8,0,1,7,0,0,99,0,5,0,3,6,0,1,0,0,5,0,0,0,3,0,5,26,0,66,0,8,0,0,15,0,10,14,0,0,0,49,0,0,0,0,1,3,0,11,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,7,2,0,3,0,8,0,5,0,13,0,5,0,0,0,0,2,0,35,12,0,1,0,22,0,9,0,46,0,0,0,12,0,8,0,0,0,0,0,2,0,9,0,24,0,0,0,76,0,0,0,4,0
1715,0,1,1,0,3,0,0,3,20,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,8,0,3,1,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,0,0,1,0
1716,0,0,35,0,2,0,0,30,104,0,2,0,0,0,0,0,22,0,6,0,16,0,0,0,0,0,0,6,0,2,2,0,0,3,0,10,0,13,0,8,0,13,1,0,6,0,0,10,0,20,0,15,0,18,1,0,0,107,0,16,0,0,2,0,2,0,0,9,0,0,0,4,0,2,6,0,21,0,7,0,0,23,0,13,15,0,0,0,36,0,0,0,0,8,8,0,18,0,0,0,0,5,0,0,0,2,0,0,0,1,0,5,0,26,0,0,0,0,2,0,16,0,0,15,2,0,12,0,2,0,4,0,10,0,1,0,1,0,0,0,0,12,22,0,3,0,0,0,26,0,64,0,0,0,8,0,14,0,15,0,3,0,0,0,16,0,51,0,1,0,79,0,0,0,0,0
1717,0,2,7,0,0,0,0,2,25,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,3,0,3,0,0,1,0,5,0,2,0,27,1,0,0,27,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,15,0,0,0,0,9,0,4,5,0,0,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,15,0,2,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,2,8,0,0,0,0,0,11,0,26,0,0,0,5,0,2,0,0,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,0,0
1718,0,2,11,0,0,0,0,11,93,0,10,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,17,0,20,0,19,0,1,0,2,3,0,5,0,0,1,0,4,0,4,0,7,0,0,0,106,0,13,0,1,2,0,2,0,0,8,0,1,0,3,0,3,25,0,13,0,16,0,0,8,0,6,29,0,0,0,9,0,0,0,0,20,10,0,5,0,0,1,0,2,0,0,0,4,0,2,0,1,0,1,0,8,0,0,0,0,0,0,4,0,0,12,10,0,7,0,10,0,3,0,17,0,10,0,4,0,0,1,0,24,18,0,2,0,5,0,5,0,22,0,0,0,18,0,5,0,3,0,0,0,1,0,5,0,23,0,2,0,54,0,0,0,0,0
1719,0,1,7,0,0,0,0,14,93,0,1,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,12,0,6,0,3,0,0,3,0,2,0,0,1,0,5,0,0,0,0,0,0,0,75,0,2,0,2,6,0,4,0,0,6,0,0,0,5,0,31,18,0,22,0,11,0,0,32,0,1,23,0,0,0,18,0,1,0,0,0,2,0,4,0,0,1,0,0,0,1,0,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,14,0,0,0,5,0,10,0,3,0,1,0,5,0,4,0,5,0,0,0,0,7,2,0,0,0,0,0,13,0,23,0,0,0,17,0,3,0,2,0,0,0,0,0,15,0,22,0,2,0,103,0,0,0,3,0
1720,0,13,20,0,1,0,0,8,168,0,8,0,10,0,1,0,6,0,4,0,9,0,2,0,1,0,0,2,0,0,0,0,0,16,0,16,0,13,0,4,0,2,1,0,11,0,0,4,0,14,0,15,0,10,1,0,0,157,0,11,0,0,8,0,3,0,0,6,0,0,0,0,0,1,58,0,31,0,16,0,0,11,0,10,62,0,0,0,46,0,1,0,0,5,7,0,13,0,0,8,0,4,0,0,0,11,0,2,0,2,0,4,0,15,0,0,0,0,10,0,4,0,0,29,21,0,18,0,15,0,1,0,13,0,2,0,2,0,0,0,0,54,17,0,1,0,1,0,29,0,54,0,0,0,24,0,22,0,7,0,1,0,0,0,25,0,51,0,0,0,68,0,0,0,1,0
1721,0,9,24,0,0,0,0,6,142,0,10,0,3,0,1,0,33,0,1,0,3,0,0,0,13,0,0,2,0,0,1,0,0,7,0,13,0,13,0,5,0,6,1,0,1,0,0,14,0,15,0,10,0,25,3,0,0,118,0,6,0,2,9,0,2,0,0,5,0,0,0,3,0,2,29,0,20,0,6,0,0,13,0,4,21,0,0,0,37,0,0,0,0,2,5,0,3,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,14,0,0,0,0,1,0,6,0,0,8,4,0,18,0,7,0,1,0,9,0,1,0,3,0,0,0,0,38,30,0,1,0,0,0,33,0,32,0,0,0,11,0,3,0,7,0,5,0,0,0,20,0,53,0,4,0,24,0,0,0,0,0
1722,0,21,115,0,1,0,0,37,324,0,9,0,2,0,14,0,38,0,5,0,14,0,10,0,6,0,0,0,0,0,2,0,0,28,0,38,0,44,0,10,0,21,15,0,4,0,0,17,0,54,0,20,0,2,20,0,0,426,0,18,0,0,5,0,4,0,0,6,0,14,0,17,0,29,95,0,76,0,8,0,0,57,0,15,55,0,0,0,84,0,1,0,0,19,11,0,42,0,0,5,0,2,0,7,0,4,0,10,0,2,0,14,0,40,0,0,0,0,1,0,37,0,0,18,3,0,14,0,13,0,9,0,21,0,1,0,7,0,0,0,0,193,25,0,10,0,0,0,47,0,151,0,0,0,53,0,23,0,8,0,0,0,0,0,38,0,159,0,9,0,135,0,0,0,5,0
1723,0,5,17,0,0,0,0,12,147,0,2,0,0,0,0,0,17,0,0,0,0,0,1,0,1,0,0,7,0,2,17,0,0,4,0,26,0,12,0,3,0,1,2,0,0,0,0,3,0,13,0,9,0,3,2,0,0,116,0,32,0,1,7,0,3,0,0,9,0,1,0,1,0,18,20,0,32,0,2,0,0,24,0,20,21,0,0,0,21,0,1,0,0,2,6,0,9,0,0,1,0,10,0,0,0,1,0,5,0,4,0,15,0,23,0,0,0,0,2,0,11,0,0,7,5,0,14,0,4,0,0,0,11,0,2,0,3,0,0,0,0,37,19,0,0,0,0,0,11,0,31,0,0,0,18,0,7,0,5,0,0,0,0,0,21,0,28,0,6,0,82,0,0,0,1,0
1724,0,3,9,0,0,0,0,27,123,0,4,0,0,0,0,0,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,0,19,0,5,0,1,2,0,0,0,0,3,0,36,0,6,0,0,0,0,0,166,0,1,0,4,10,0,0,0,0,17,0,1,0,9,0,23,27,0,23,0,3,0,0,35,0,9,30,0,0,0,16,0,1,0,0,5,1,0,9,0,0,3,0,4,0,1,0,2,0,2,0,1,0,6,0,6,0,0,0,0,0,0,10,0,0,3,0,0,7,0,3,0,4,0,10,0,1,0,1,0,0,0,0,36,5,0,1,0,0,0,9,0,31,0,0,0,43,0,6,0,7,0,0,0,0,0,10,0,14,0,11,0,127,0,0,0,4,0
1725,0,2,25,0,0,0,0,16,60,0,2,0,3,0,1,0,12,0,3,0,33,0,0,0,0,0,0,7,0,0,0,0,0,1,0,10,0,4,0,3,0,1,1,0,7,0,0,16,0,34,0,10,0,2,0,0,0,48,0,3,0,0,1,0,0,0,0,37,0,0,0,0,0,0,8,0,11,0,9,0,0,12,0,17,5,0,0,0,23,0,0,0,0,2,3,0,8,0,0,2,0,10,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,13,0,4,0,0,1,2,0,8,0,0,0,7,0,4,0,0,0,0,0,0,0,0,29,6,0,2,0,0,0,17,0,51,0,0,0,15,0,8,0,4,0,0,0,0,0,5,0,53,0,0,0,55,0,0,0,0,0
1726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1729,0,3,8,0,3,0,0,0,67,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,6,0,6,0,7,0,1,0,1,2,0,0,0,0,3,0,12,0,2,0,0,0,0,0,49,0,13,0,0,3,0,4,0,0,2,0,1,0,3,0,5,28,0,14,0,2,0,0,7,0,4,21,0,0,0,12,0,0,0,0,4,3,0,8,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,8,0,0,0,0,1,0,6,0,0,2,3,0,7,0,2,0,0,0,5,0,4,0,0,0,0,0,0,23,5,0,0,0,0,0,6,0,29,0,0,0,8,0,2,0,3,0,1,0,0,0,4,0,21,0,3,0,26,0,0,0,0,0
1730,0,6,36,0,0,0,0,10,181,0,12,0,0,0,2,0,43,0,2,0,2,0,13,0,2,0,0,0,0,0,0,0,0,22,0,26,0,40,0,4,0,5,11,0,5,0,0,7,0,33,0,23,0,2,4,0,0,173,0,26,0,9,12,0,1,0,0,5,0,3,0,8,0,7,46,0,30,0,16,0,0,31,0,18,49,0,0,0,56,0,0,0,0,10,6,0,21,0,0,3,0,3,0,1,0,8,0,3,0,6,0,4,0,8,0,0,0,0,1,0,9,0,0,24,5,0,13,0,24,0,7,0,15,0,4,0,2,0,0,0,0,40,16,0,0,0,7,0,34,0,59,0,0,0,41,0,26,0,11,0,0,0,0,0,20,0,75,0,12,0,21,0,0,0,2,0
1731,0,11,12,0,1,0,0,9,153,0,7,0,0,0,5,0,48,0,3,0,14,0,0,0,5,0,0,1,0,0,4,0,0,11,0,19,0,20,0,5,0,4,7,0,4,0,0,9,0,48,0,11,0,9,1,0,0,274,0,12,0,0,6,0,6,0,0,13,0,0,0,4,0,0,52,0,50,0,8,0,0,18,0,9,176,0,0,0,46,0,1,0,0,10,11,0,21,0,0,2,0,6,0,3,0,7,0,5,0,9,0,16,0,13,0,0,0,0,7,0,7,0,0,15,32,0,15,0,9,0,3,0,8,0,3,0,2,0,0,0,0,78,22,0,3,0,0,0,29,0,59,0,0,0,67,0,25,0,9,0,0,0,0,0,25,0,101,0,2,0,56,0,0,0,3,0
1732,0,1,2,0,0,0,0,7,32,0,5,0,1,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,0,17,0,3,0,0,1,0,0,0,0,1,0,5,0,1,0,6,1,0,0,27,0,2,0,2,1,0,1,0,0,0,0,0,0,2,0,4,4,0,15,0,11,0,0,1,0,1,24,0,0,0,3,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,8,4,0,0,0,0,0,3,0,17,0,0,0,17,0,3,0,1,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0
1734,0,5,3,0,0,0,0,6,85,0,3,0,0,0,0,0,8,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,9,0,9,0,1,0,2,0,0,0,0,0,0,0,8,0,2,0,0,2,0,0,96,0,4,0,4,2,0,0,0,0,4,0,2,0,1,0,10,22,0,24,0,7,0,0,9,0,3,12,0,0,0,17,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,14,0,0,1,0,0,10,0,2,0,3,0,8,0,2,0,1,0,0,0,0,35,7,0,2,0,0,0,10,0,18,0,0,0,15,0,1,0,1,0,0,0,0,0,8,0,13,0,4,0,126,0,0,0,0,0
1735,0,3,20,0,5,0,0,12,108,0,7,0,1,0,4,0,16,0,2,0,0,0,0,0,1,0,0,3,0,3,0,0,0,17,0,13,0,12,0,1,0,1,5,0,9,0,0,0,0,9,0,11,0,0,0,0,0,78,0,12,0,0,2,0,0,0,0,7,0,0,0,1,0,2,25,0,30,0,0,0,0,14,0,4,5,0,0,0,19,0,0,0,0,4,3,0,8,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,11,0,0,0,0,1,0,2,0,0,7,17,0,6,0,6,0,1,0,16,0,2,0,4,0,0,0,0,39,9,0,15,0,0,0,12,0,41,0,0,0,16,0,11,0,2,0,1,0,0,0,23,0,29,0,2,0,109,0,0,0,3,0
1736,0,2,7,0,0,0,0,9,22,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,1,0,0,0,0,1,0,1,3,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,2,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0
1737,0,9,10,0,0,0,0,31,138,0,4,0,0,0,2,0,7,0,2,0,5,0,0,0,4,0,0,2,0,0,0,0,0,2,0,19,0,26,0,2,0,11,5,0,0,0,0,1,0,20,0,8,0,1,0,0,0,126,0,3,0,4,14,0,2,0,0,6,0,1,0,5,0,11,17,0,27,0,4,0,0,31,0,10,55,0,0,0,17,0,11,0,0,3,2,0,13,0,0,4,0,2,0,4,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,12,0,0,5,0,0,11,0,11,0,0,0,10,0,4,0,3,0,0,0,0,47,8,0,10,0,1,0,18,0,26,0,0,0,25,0,5,0,3,0,0,0,0,0,19,0,20,0,2,0,94,0,0,0,4,0
